neighbourhood,room_type,price,minimum_nights,availability_365,accommodates,District,rental_type,license_disclosed
Dovercourt Wallace Emerson Junction,Entire home/apt,69,28,0,3,Toronto,Short-term rental,No
Long Branch,Entire home/apt,80,28,0,2,Etobicoke,Short-term rental,No
High Park Swansea,Entire home/apt,80,28,0,4,Toronto,Short-term rental,No
University,Private room,69,28,343,1,Toronto,Short-term rental,Yes
North Riverdale,Entire home/apt,500,28,0,10,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Regent Park,Entire home/apt,150,28,0,4,Toronto,Short-term rental,No
Woodbine Lumsden,Private room,57,28,90,3,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,90,28,365,2,Toronto,Short-term rental,No
Hillcrest Village,Private room,32,28,259,2,North York,Short-term rental,No
Junction Area,Private room,99,28,179,3,Toronto,Short-term rental,No
Don Valley Village,Private room,30,28,0,2,North York,Short-term rental,No
Cliffcrest,Entire home/apt,125,28,180,4,Scarborough,Short-term rental,No
Woburn,Private room,51,28,361,1,Scarborough,Short-term rental,No
High Park Swansea,Private room,81,1,297,2,Toronto,Short-term rental,Yes
Woodbine Corridor,Entire home/apt,149,28,259,3,Toronto,Short-term rental,Exempt
Moss Park,Entire home/apt,565,2,160,4,Toronto,Short-term rental,Yes
South Parkdale,Entire home/apt,140,28,0,2,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,120,28,4,2,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,112,28,0,3,Toronto,Short-term rental,No
Niagara,Private room,80,28,0,2,Toronto,Short-term rental,No
Guildwood,Private room,61,2,342,3,Scarborough,Short-term rental,Yes
High Park Swansea,Private room,46,28,72,1,Toronto,Short-term rental,No
Black Creek,Private room,57,31,356,7,Toronto,Long-term rental,No
Little Portugal,Entire home/apt,120,30,0,3,Toronto,Long-term rental,No
South Parkdale,Entire home/apt,75,28,0,2,Toronto,Short-term rental,No
Greenwood Coxwell,Private room,50,28,0,1,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,140,2,88,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,65,92,83,1,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,99,28,6,2,Toronto,Short-term rental,No
Bay Street Corridor,Private room,50,28,0,1,Toronto,Short-term rental,No
Moss Park,Entire home/apt,120,28,83,2,Toronto,Short-term rental,Yes
Playter Estates Danforth,Entire home/apt,95,28,32,4,Toronto,Short-term rental,No
Malvern,Private room,36,28,74,1,Scarborough,Short-term rental,No
Willowdale West,Entire home/apt,159,28,74,8,North York,Short-term rental,No
Newtonbrook West,Entire home/apt,200,28,313,4,North York,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,125,180,178,4,Etobicoke,Long-term rental,No
Humewood Cedarvale,Private room,100,28,0,2,York,Short-term rental,No
Agincourt North,Entire home/apt,299,28,0,16,Scarborough,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,299,2,11,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,250,28,0,2,Toronto,Short-term rental,No
Moss Park,Entire home/apt,95,28,33,2,Toronto,Short-term rental,No
Banbury Don Mills,Entire home/apt,200,90,179,2,North York,Long-term rental,No
Bay Street Corridor,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Private room,150,28,0,2,Toronto,Short-term rental,No
Broadview North,Shared room,25,28,0,2,Toronto,Short-term rental,No
Broadview North,Entire home/apt,80,28,0,4,Toronto,Short-term rental,No
Kensington Chinatown,Private room,85,5,86,1,Toronto,Short-term rental,Yes
West Hill,Private room,56,28,365,1,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,87,28,61,2,Toronto,Short-term rental,No
Agincourt North,Private room,69,28,0,6,Scarborough,Short-term rental,No
Cabbagetown South St James Town,Private room,94,1,67,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,227,28,0,3,Toronto,Short-term rental,No
Annex,Entire home/apt,396,31,22,2,Toronto,Long-term rental,Yes
Trinity Bellwoods,Entire home/apt,65,28,0,2,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,130,28,112,2,Toronto,Short-term rental,Yes
Willowdale East,Private room,35,28,0,1,North York,Short-term rental,No
Hillcrest Village,Private room,57,28,53,2,North York,Short-term rental,No
Woburn,Entire home/apt,100,28,0,5,Scarborough,Short-term rental,No
High Park Swansea,Private room,43,28,39,1,Toronto,Short-term rental,No
High Park Swansea,Private room,46,28,70,2,Toronto,Short-term rental,No
O Connor Parkview,Private room,47,28,59,2,East York,Short-term rental,No
Willowridge Martingrove Richview,Private room,39,28,67,1,Etobicoke,Short-term rental,No
Bay Street Corridor,Entire home/apt,95,28,0,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,101,28,240,2,Toronto,Short-term rental,No
Clanton Park,Entire home/apt,110,28,0,2,North York,Short-term rental,No
Islington City Centre West,Entire home/apt,129,4,0,2,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,758,28,166,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,120,30,92,6,Toronto,Long-term rental,Yes
North Riverdale,Private room,86,2,110,2,Toronto,Short-term rental,Yes
North Riverdale,Entire home/apt,115,2,28,2,Toronto,Short-term rental,Yes
Palmerston Little Italy,Private room,55,28,156,1,Toronto,Short-term rental,Yes
Mount Olive Silverstone Jamestown,Private room,70,28,281,1,Toronto,Short-term rental,Yes
Annex,Entire home/apt,184,3,58,2,Toronto,Short-term rental,Yes
Blake Jones,Entire home/apt,80,28,52,2,Toronto,Short-term rental,No
South Parkdale,Private room,40,28,0,1,Toronto,Short-term rental,No
Willowdale East,Entire home/apt,98,28,0,4,North York,Short-term rental,No
South Riverdale,Entire home/apt,400,28,267,6,Toronto,Short-term rental,No
Little Portugal,Entire home/apt,75,28,313,4,Toronto,Short-term rental,No
Stonegate Queensway,Entire home/apt,155,28,0,4,Toronto,Short-term rental,No
Trinity Bellwoods,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,200,28,92,6,Toronto,Short-term rental,No
Keelesdale Eglinton West,Entire home/apt,80,60,155,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,250,28,0,1,Toronto,Short-term rental,No
Oakwood Village,Private room,47,29,210,1,York,Long-term rental,No
Newtonbrook East,Private room,61,3,48,1,North York,Short-term rental,Yes
St Andrew Windfields,Entire home/apt,182,28,0,10,Toronto,Short-term rental,No
High Park Swansea,Entire home/apt,100,28,0,4,Toronto,Short-term rental,No
Willowridge Martingrove Richview,Private room,25,28,8,1,Etobicoke,Short-term rental,No
Newtonbrook East,Entire home/apt,100,28,89,2,North York,Short-term rental,No
Willowdale East,Entire home/apt,215,28,30,5,North York,Short-term rental,No
Corso Italia Davenport,Private room,80,29,86,2,Toronto,Long-term rental,Yes
Waterfront Communities The Island,Entire home/apt,375,28,234,4,Toronto,Short-term rental,Yes
Little Portugal,Private room,45,28,0,1,Toronto,Short-term rental,No
Church Yonge Corridor,Private room,75,28,262,1,Toronto,Short-term rental,No
Willowdale West,Entire home/apt,219,28,0,6,North York,Short-term rental,No
North St James Town,Private room,75,28,0,1,Toronto,Short-term rental,No
Moss Park,Entire home/apt,180,28,0,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,425,28,233,4,Toronto,Short-term rental,Yes
Tam O Shanter Sullivan,Private room,104,1,353,2,Scarborough,Short-term rental,Yes
Niagara,Entire home/apt,262,28,180,3,Toronto,Short-term rental,Yes
Woburn,Entire home/apt,120,28,0,6,Scarborough,Short-term rental,No
Kingsview Village The Westway,Private room,104,1,216,4,Etobicoke,Short-term rental,Yes
Thistletown Beaumond Heights,Entire home/apt,79,28,365,2,Etobicoke,Short-term rental,Yes
South Parkdale,Private room,56,28,0,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,75,29,30,4,Toronto,Long-term rental,Yes
Englemount Lawrence,Private room,45,28,44,1,Toronto,Short-term rental,No
East End Danforth,Entire home/apt,150,28,0,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,114,28,0,4,Toronto,Short-term rental,No
Kensington Chinatown,Private room,61,28,84,2,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,119,2,27,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,300,28,180,3,Toronto,Short-term rental,No
North Riverdale,Entire home/apt,78,28,0,2,Toronto,Short-term rental,No
Little Portugal,Entire home/apt,160,28,349,5,Toronto,Short-term rental,No
Thistletown Beaumond Heights,Entire home/apt,213,1,177,8,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,180,28,207,2,Toronto,Short-term rental,Yes
Dufferin Grove,Entire home/apt,115,28,0,4,Toronto,Short-term rental,No
Weston,Entire home/apt,454,5,82,14,York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,175,28,0,3,Toronto,Short-term rental,No
Highland Creek,Entire home/apt,750,28,173,8,Scarborough,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,225,28,0,4,Toronto,Short-term rental,No
Regent Park,Entire home/apt,217,28,0,2,Toronto,Short-term rental,Yes
Willowdale East,Entire home/apt,149,28,0,2,North York,Short-term rental,No
Dufferin Grove,Entire home/apt,300,28,31,6,Toronto,Short-term rental,No
Islington City Centre West,Private room,82,30,157,2,Etobicoke,Long-term rental,No
High Park North,Entire home/apt,400,3,290,6,Toronto,Short-term rental,Yes
The Beaches,Entire home/apt,155,28,62,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,250,28,0,5,Toronto,Short-term rental,No
Parkwoods Donalda,Shared room,120,28,365,1,North York,Short-term rental,No
Roncesvalles,Entire home/apt,72,28,293,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,170,28,132,5,Toronto,Short-term rental,No
Yorkdale Glen Park,Entire home/apt,209,28,365,10,North York,Short-term rental,Exempt
Mount Olive Silverstone Jamestown,Private room,39,28,282,1,Toronto,Short-term rental,Yes
Mount Olive Silverstone Jamestown,Private room,35,28,281,1,Toronto,Short-term rental,Yes
Steeles,Private room,84,28,0,1,North York,Short-term rental,No
Roncesvalles,Entire home/apt,250,3,0,4,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,350,28,0,6,Toronto,Short-term rental,No
University,Private room,30,28,0,2,Toronto,Short-term rental,No
Willowdale West,Private room,107,28,0,2,North York,Short-term rental,No
Niagara,Private room,64,28,0,2,Toronto,Short-term rental,No
Tam O Shanter Sullivan,Private room,60,30,67,2,Scarborough,Long-term rental,No
Waterfront Communities The Island,Private room,65,28,0,3,Toronto,Short-term rental,No
Wychwood,Entire home/apt,83,28,67,1,Toronto,Short-term rental,No
North St James Town,Private room,99,28,365,1,Toronto,Short-term rental,No
Niagara,Entire home/apt,125,28,0,4,Toronto,Short-term rental,No
Steeles,Private room,69,28,0,2,North York,Short-term rental,No
Steeles,Private room,39,28,0,2,North York,Short-term rental,No
Steeles,Private room,39,28,0,2,North York,Short-term rental,No
University,Private room,179,28,86,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,200,28,0,2,Toronto,Short-term rental,No
Forest Hill North,Entire home/apt,150,180,221,4,Toronto,Long-term rental,No
University,Private room,60,28,123,1,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Private room,72,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,399,28,311,4,Toronto,Short-term rental,Yes
Kensington Chinatown,Entire home/apt,151,28,0,5,Toronto,Short-term rental,No
Birchcliffe Cliffside,Entire home/apt,188,29,0,2,Scarborough,Long-term rental,No
East End Danforth,Private room,50,28,66,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Private room,40,28,0,1,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,160,28,0,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,389,28,0,6,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,118,28,178,2,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,128,28,0,4,Etobicoke,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,109,28,0,4,Toronto,Short-term rental,No
Kingsview Village The Westway,Private room,100,1,304,4,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,105,30,261,2,Toronto,Long-term rental,No
Hillcrest Village,Private room,39,28,68,1,North York,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,81,28,143,2,Toronto,Short-term rental,Exempt
Lambton Baby Point,Entire home/apt,53,30,150,2,York,Long-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,134,28,0,6,Toronto,Short-term rental,No
Trinity Bellwoods,Entire home/apt,99,28,0,3,Toronto,Short-term rental,Yes
Don Valley Village,Private room,61,28,0,2,North York,Short-term rental,No
Kensington Chinatown,Private room,60,28,0,1,Toronto,Short-term rental,No
Willowdale East,Private room,40,28,0,1,North York,Short-term rental,No
University,Private room,200,28,0,2,Toronto,Short-term rental,No
University,Private room,225,28,0,4,Toronto,Short-term rental,No
University,Private room,150,28,0,2,Toronto,Short-term rental,No
University,Private room,175,28,0,2,Toronto,Short-term rental,No
The Beaches,Private room,75,28,0,2,Toronto,Short-term rental,Yes
Rouge,Private room,270,28,0,4,Scarborough,Short-term rental,No
Wexford Maryvale,Entire home/apt,75,28,0,2,Scarborough,Short-term rental,No
Humewood Cedarvale,Entire home/apt,290,2,68,4,York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,199,28,365,4,Toronto,Short-term rental,Exempt
Don Valley Village,Private room,51,28,0,2,North York,Short-term rental,No
North Riverdale,Entire home/apt,275,28,0,6,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,80,28,0,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,230,28,0,3,Toronto,Short-term rental,No
Kensington Chinatown,Entire home/apt,150,120,0,5,Toronto,Long-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,78,28,0,4,Toronto,Short-term rental,No
High Park North,Entire home/apt,175,28,0,5,Toronto,Short-term rental,Yes
Bay Street Corridor,Private room,45,28,0,1,Toronto,Short-term rental,No
Niagara,Entire home/apt,150,28,83,2,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,465,28,0,4,Toronto,Short-term rental,Yes
O Connor Parkview,Entire home/apt,75,28,329,2,East York,Short-term rental,No
Danforth,Entire home/apt,120,30,156,6,Toronto,Long-term rental,No
Roncesvalles,Private room,55,28,0,2,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,79,90,89,2,Etobicoke,Long-term rental,No
North St James Town,Private room,50,28,88,1,Toronto,Short-term rental,No
South Parkdale,Entire home/apt,121,31,111,2,Toronto,Long-term rental,Yes
Highland Creek,Private room,28,28,0,1,Scarborough,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,93,28,0,2,Toronto,Short-term rental,No
Humber Summit,Entire home/apt,161,1,211,6,North York,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,149,1,91,4,Toronto,Short-term rental,Yes
Danforth,Entire home/apt,125,28,0,8,Toronto,Short-term rental,No
O Connor Parkview,Entire home/apt,288,5,161,5,East York,Short-term rental,Yes
Dufferin Grove,Entire home/apt,130,28,364,4,Toronto,Short-term rental,No
Lansing Westgate,Entire home/apt,91,29,223,1,North York,Long-term rental,No
Cliffcrest,Private room,159,28,127,4,Scarborough,Short-term rental,Yes
Leaside Bennington,Entire home/apt,110,28,0,4,East York,Short-term rental,No
Willowdale East,Entire home/apt,119,28,0,2,North York,Short-term rental,No
Humewood Cedarvale,Entire home/apt,443,2,171,10,York,Short-term rental,Yes
Agincourt South Malvern West,Private room,60,7,84,2,Scarborough,Short-term rental,Yes
Willowridge Martingrove Richview,Entire home/apt,219,28,179,8,Etobicoke,Short-term rental,Exempt
Annex,Entire home/apt,500,28,0,5,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,154,28,0,4,Toronto,Short-term rental,No
West Hill,Private room,55,3,53,2,Scarborough,Short-term rental,Yes
High Park Swansea,Entire home/apt,339,3,62,8,Toronto,Short-term rental,Yes
Cabbagetown South St James Town,Entire home/apt,95,28,0,2,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,250,28,0,3,Toronto,Short-term rental,No
Agincourt North,Private room,55,28,0,2,Scarborough,Short-term rental,No
Willowdale East,Private room,68,360,365,2,North York,Long-term rental,No
Danforth East York,Entire home/apt,202,7,81,3,Toronto,Short-term rental,Yes
